catalog_id,list_id,item_id,list_name,sku,product_name,shop_id,mis_item_id,size
32875,54107,421718,GSPORTS2,1823GSA006F4,ST02437B GSPORTS2 1823GSA006F4 - KOBE SHOE COLLECTION PROOF 17.5x23,ST02437B_17.5x23,197-3,17.5x23
32875,54107,421717,GSPORTS2,1218GSA006F3,ST02437PXA GSPORTS2 1218GSA006F3 - KOBE SHOE COLLECTION PROOF 12x18,ST02437PXA_12x18,197-2,12x18
32875,54107,421752,GSPORTS2,1823JDSCF4,ST02455B GSPORTS2 1823JDSCF4 - JORDAN SHOE COLLECTION PROOF 17.5x23,ST02455B_17.5x23,197-3,17.5x23
32875,54107,421753,GSPORTS2,1218JDSCF3,ST02455PXA GSPORTS2 1218JDSCF3 - JORDAN SHOE COLLECTION PROOF 12x18,ST02455PXA_12x18,197-2,12x18
32875,54107,421755,GSPORTS2,1823KOBE07F4,ST02456B GSPORTS2 1823KOBE07F4 - MJ LEBRON REMEMBER PROOF 17.5x23,ST02456B_17.5x23,197-3,17.5x23
32875,54107,421754,GSPORTS2,1218KOBE07F3,ST02456PXA GSPORTS2 1218KOBE07F3 - MJ LEBRON REMEMBER PROOF 12x18,ST02456PXA_12x18,197-2,12x18
32875,54107,421756,GSPORTS2,1823MJFTF4,ST02457B GSPORTS2 1823MJFTF4 - MJ FREE THROW PROOF 17.5x23,ST02457B_17.5x23,197-3,17.5x23
32875,54107,421757,GSPORTS2,1218MJFTF3,ST02457PXA GSPORTS2 1218MJFTF3 - MJ FREE THROW PROOF 12x18,ST02457PXA_12x18,197-2,12x18
32875,54107,421758,GSPORTS2,1823MJTLF4,ST02458B GSPORTS2 1823MJTLF4 - MJ TIMELINE PROOF 17.5x23,ST02458B_17.5x23,197-3,17.5x23
32875,54107,421759,GSPORTS2,1218MJTLF3,ST02458PA GSPORTS2 1218MJTLF3 - MJ TIMELINE PROOF 12x18,ST02458PA_12x18,197-2,12x18
,52366,408305,PRBGS,PR463,ST0876 PRBGS SB58.5SCKCC - Super Bowl 2024 Score PROOF 12x18 in,ST0876_12x18,,
,52366,408306,PRBGS,PR463,ST0876 PRBGS SB58.5SCKCC - Super Bowl 2024 Score PROOF 17.5x23 in,ST0876_17.5x23,,
,52366,408298,PRBGS,PR463,ST0876 PRBGS SB58.5SCKCC - Super Bowl 2024 Score PROOF 23x35 in,ST0876_23x35,,
32857,54126,427573,ANIME,17523FANPARI,SW10001PB ANIME 17523FANPARI - AIRIZONA CARDINALS ANIME PRINT PROOF 17.5x23,SW10001PB,197-3,17.5x23
32857,54126,425745,ANIME,1218FANPARI,SW10001PXA ANIME 1218FANPARI - AIRIZONA CARDINALS ANIME PRINT PROOF 12x18,SW10001PXA,197-2,12x18
32857,54126,427574,ANIME,17523FANPATL,SW10002PB ANIME 17523FANPATL - ATLANTA FALCONS ANIME PRINT PROOF 17.5x23,SW10002PB,197-3,17.5x23
32857,54126,425746,ANIME,1218FANPATL,SW10002PXA ANIME 1218FANPATL - ATLANTA FALCONS ANIME PRINT PROOF 12x18,SW10002PXA,197-2,12x18
32857,54126,427575,ANIME,17523FANPBAL,SW10003PB ANIME 17523FANPBAL - BALTIMORE RAVENS ANIME PRINT PROOF 17.5x23,SW10003PB,197-3,17.5x23
32857,54126,425747,ANIME,1218FANPBAL,SW10003PXA ANIME 1218FANPBAL - BALTIMORE RAVENS ANIME PRINT PROOF 12x18,SW10003PXA,197-2,12x18
32857,54126,427576,ANIME,17523FANPBUF,SW10004PB ANIME 17523FANPBUF - BUFFALO BILLS ANIME PRINT PROOF 17.5x23,SW10004PB,197-3,17.5x23
32857,54126,425748,ANIME,1218FANPBUF,SW10004PXA ANIME 1218FANPBUF - BUFFALO BILLS ANIME PRINT PROOF 12x18,SW10004PXA,197-2,12x18
32857,54126,427577,ANIME,17523FANPCAR,SW10005PB ANIME 17523FANPCAR - CAROLINA PANTHERS ANIME PRINT PROOF 17.5x23,SW10005PB,197-3,17.5x23
32857,54126,425749,ANIME,1218FANPCAR,SW10005PXA ANIME 1218FANPCAR - CAROLINA PANTHERS ANIME PRINT PROOF 12x18,SW10005PXA,197-2,12x18
32857,54126,427578,ANIME,17523FANPCHI,SW10006PB ANIME 17523FANPCHI - CHICAGO BEARS ANIME PRINT PROOF 17.5x23,SW10006PB,197-3,17.5x23
32857,54126,425750,ANIME,1218FANPCHI,SW10006PXA ANIME 1218FANPCHI - CHICAGO BEARS ANIME PRINT PROOF 12x18,SW10006PXA,197-2,12x18
32857,54126,427579,ANIME,17523FANPCIN,SW10007PB ANIME 17523FANPCIN - CINCINNATI BENGARTLS ANIME PRINT PROOF 17.5x23,SW10007PB,197-3,17.5x23
32857,54126,425751,ANIME,1218FANPCIN,SW10007PXA ANIME 1218FANPCIN - CINCINNATI BENGARTLS ANIME PRINT PROOF 12x18,SW10007PXA,197-2,12x18
32857,54126,427580,ANIME,17523FANPCLE,SW10008PB ANIME 17523FANPCLE - CLEVELAND BROWNS ANIME PRINT PROOF 17.5x23,SW10008PB,197-3,17.5x23
32857,54126,425752,ANIME,1218FANPCLE,SW10008PXA ANIME 1218FANPCLE - CLEVELAND BROWNS ANIME PRINT PROOF 12x18,SW10008PXA,197-2,12x18
32857,54126,427581,ANIME,17523FANPDAL,SW10009PB ANIME 17523FANPDAL - DALLAS COWBOYS ANIME PRINT PROOF 17.5x23,SW10009PB,197-3,17.5x23
32857,54126,425753,ANIME,1218FANPDAL,SW10009PXA ANIME 1218FANPDAL - DALLAS COWBOYS ANIME PRINT PROOF 12x18,SW10009PXA,197-2,12x18
32857,54126,427582,ANIME,17523FANPDEN,SW10010PB ANIME 17523FANPDEN - DENVER BRONCOS ANIME PRINT PROOF 17.5x23,SW10010PB,197-3,17.5x23
32857,54126,425754,ANIME,1218FANPDEN,SW10010PXA ANIME 1218FANPDEN - DENVER BRONCOS ANIME PRINT PROOF 12x18,SW10010PXA,197-2,12x18
32857,54126,427583,ANIME,17523FANPDET,SW10011PB ANIME 17523FANPDET - DETROIT LIONS ANIME PRINT PROOF 17.5x23,SW10011PB,197-3,17.5x23
32857,54126,425755,ANIME,1218FANPDET,SW10011PXA ANIME 1218FANPDET - DETROIT LIONS ANIME PRINT PROOF 12x18,SW10011PXA,197-2,12x18
32857,54126,427584,ANIME,17523FANPFL,SW10012PB ANIME 17523FANPFL - FLORIDA GATORS ANIME FOOTBALL PROOF 17.5x23,SW10012PB,197-3,17.5x23
32857,54126,425756,ANIME,1218FANPFL,SW10012PXA ANIME 1218FANPFL - FLORIDA GATORS ANIME FOOTBALL PROOF 12x18,SW10012PXA,197-2,12x18
32857,54126,427585,ANIME,17523FANPGRB,SW10013PB ANIME 17523FANPGRB - GREEN BAY PACKERS ANIME PRINT PROOF 17.5x23,SW10013PB,197-3,17.5x23
32857,54126,425757,ANIME,1218FANPGRB,SW10013PXA ANIME 1218FANPGRB - GREEN BAY PACKERS ANIME PRINT PROOF 12x18,SW10013PXA,197-2,12x18
32857,54126,427586,ANIME,17523FANPHOU,SW10014PB ANIME 17523FANPHOU - HOUSTON TEXANS ANIME PRINT PROOF 17.5x23,SW10014PB,197-3,17.5x23
32857,54126,425758,ANIME,1218FANPHOU,SW10014PXA ANIME 1218FANPHOU - HOUSTON TEXANS ANIME PRINT PROOF 12x18,SW10014PXA,197-2,12x18
32857,54126,427587,ANIME,17523FANPIND,SW10015PB ANIME 17523FANPIND - INDIANAPOLIS COLTS ANIME PRINT PROOF 17.5x23,SW10015PB,197-3,17.5x23
32857,54126,425759,ANIME,1218FANPIND,SW10015PXA ANIME 1218FANPIND - INDIANAPOLIS COLTS ANIME PRINT PROOF 12x18,SW10015PXA,197-2,12x18
32857,54126,427588,ANIME,17523FANPJAC,SW10016PB ANIME 17523FANPJAC - JACKSONVILLE JAGUARS ANIME PRINT PROOF 17.5x23,SW10016PB,197-3,17.5x23
32857,54126,425760,ANIME,1218FANPJAC,SW10016PXA ANIME 1218FANPJAC - JACKSONVILLE JAGUARS ANIME PRINT PROOF 12x18,SW10016PXA,197-2,12x18
32857,54126,427589,ANIME,17523FANPKCC,SW10017PB ANIME 17523FANPKCC - KANSAS CITY CHIEFS ANIME PRINT PROOF 17.5x23,SW10017PB,197-3,17.5x23
32857,54126,425761,ANIME,1218FANPKCC,SW10017PXA ANIME 1218FANPKCC - KANSAS CITY CHIEFS ANIME PRINT PROOF 12x18,SW10017PXA,197-2,12x18
32857,54126,427590,ANIME,17523FANPLAC,SW10018PB ANIME 17523FANPLAC - LOS ANGELES CHARGERS ANIME PRINT PROOF 17.5x23,SW10018PB,197-3,17.5x23
32857,54126,425762,ANIME,1218FANPLAC,SW10018PXA ANIME 1218FANPLAC - LOS ANGELES CHARGERS ANIME PRINT PROOF 12x18,SW10018PXA,197-2,12x18
32857,54126,427591,ANIME,17523FANPLAR,SW10019PB ANIME 17523FANPLAR - LOS ANGELES RAMS ANIME PRINT PROOF 17.5x23,SW10019PB,197-3,17.5x23
32857,54126,425763,ANIME,1218FANPLAR,SW10019PXA ANIME 1218FANPLAR - LOS ANGELES RAMS ANIME PRINT PROOF 12x18,SW10019PXA,197-2,12x18
32857,54126,427592,ANIME,17523FANPLVR,SW10020PB ANIME 17523FANPLVR - LAS VEGARTS RAIDERS ANIME PRINT PROOF 17.5x23,SW10020PB,197-3,17.5x23
32857,54126,425764,ANIME,1218FANPLVR,SW10020PXA ANIME 1218FANPLVR - LAS VEGARTS RAIDERS ANIME PRINT PROOF 12x18,SW10020PXA,197-2,12x18
32857,54126,427593,ANIME,17523FANPMIA,SW10021PB ANIME 17523FANPMIA - MIAMI DOLPHINS ANIME PRINT PROOF 17.5x23,SW10021PB,197-3,17.5x23
32857,54126,425765,ANIME,1218FANPMIA,SW10021PXA ANIME 1218FANPMIA - MIAMI DOLPHINS ANIME PRINT PROOF 12x18,SW10021PXA,197-2,12x18
32857,54126,427594,ANIME,17523FANPMIN,SW10022PB ANIME 17523FANPMIN - MINNESOTA VIKINGS ANIME PRINT PROOF 17.5x23,SW10022PB,197-3,17.5x23
32857,54126,425766,ANIME,1218FANPMIN,SW10022PXA ANIME 1218FANPMIN - MINNESOTA VIKINGS ANIME PRINT PROOF 12x18,SW10022PXA,197-2,12x18
32857,54126,427595,ANIME,17523FANPNEP,SW10023PB ANIME 17523FANPNEP - NEW ENGLAND PATRIOTS ANIME PRINT PROOF 17.5x23,SW10023PB,197-3,17.5x23
32857,54126,425767,ANIME,1218FANPNEP,SW10023PXA ANIME 1218FANPNEP - NEW ENGLAND PATRIOTS ANIME PRINT PROOF 12x18,SW10023PXA,197-2,12x18
32857,54126,427596,ANIME,17523FANPNOS,SW10024PB ANIME 17523FANPNOS - NEW ORLEANS SAINTS ANIME PRINT PROOF 17.5x23,SW10024PB,197-3,17.5x23
32857,54126,425768,ANIME,1218FANPNOS,SW10024PXA ANIME 1218FANPNOS - NEW ORLEANS SAINTS ANIME PRINT PROOF 12x18,SW10024PXA,197-2,12x18
32857,54126,427597,ANIME,17523FANPNYG,SW10025PB ANIME 17523FANPNYG - NEW YORK GIANTS ANIME PRINT PROOF 17.5x23,SW10025PB,197-3,17.5x23
32857,54126,425769,ANIME,1218FANPNYG,SW10025PXA ANIME 1218FANPNYG - NEW YORK GIANTS ANIME PRINT PROOF 12x18,SW10025PXA,197-2,12x18
32857,54126,427598,ANIME,17523FANPNYJ,SW10026PB ANIME 17523FANPNYJ - NEW YORK JETS ANIME PRINT PROOF 17.5x23,SW10026PB,197-3,17.5x23
32857,54126,425770,ANIME,1218FANPNYJ,SW10026PXA ANIME 1218FANPNYJ - NEW YORK JETS ANIME PRINT PROOF 12x18,SW10026PXA,197-2,12x18
32857,54126,427599,ANIME,17523FANPPHI,SW10027PB ANIME 17523FANPPHI - PHILADELPHIA EAGLES ANIME PRINT PROOF 17.5x23,SW10027PB,197-3,17.5x23
32857,54126,425771,ANIME,1218FANPPHI,SW10027PXA ANIME 1218FANPPHI - PHILADELPHIA EAGLES ANIME PRINT PROOF 12x18,SW10027PXA,197-2,12x18
32857,54126,427600,ANIME,17523FANPPIT,SW10028PB ANIME 17523FANPPIT - PITTSBURGH STEELERS ANIME PRINT PROOF 17.5x23,SW10028PB,197-3,17.5x23
32857,54126,425772,ANIME,1218FANPPIT,SW10028PXA ANIME 1218FANPPIT - PITTSBURGH STEELERS ANIME PRINT PROOF 12x18,SW10028PXA,197-2,12x18
32857,54126,427601,ANIME,17523FANPSEA,SW10029PB ANIME 17523FANPSEA - SEATTLE SEAHAWKS ANIME PRINT PROOF 17.5x23,SW10029PB,197-3,17.5x23
32857,54126,425773,ANIME,1218FANPSEA,SW10029PXA ANIME 1218FANPSEA - SEATTLE SEAHAWKS ANIME PRINT PROOF 12x18,SW10029PXA,197-2,12x18
32857,54126,427602,ANIME,17523FANPSFR,SW10030PB ANIME 17523FANPSFR - SAN FRANCISCO 49ERS ANIME PRINT PROOF 17.5x23,SW10030PB,197-3,17.5x23
32857,54126,425774,ANIME,1218FANPSFR,SW10030PXA ANIME 1218FANPSFR - SAN FRANCISCO 49ERS ANIME PRINT PROOF 12x18,SW10030PXA,197-2,12x18
32857,54126,427603,ANIME,17523FANPTBB,SW10031PB ANIME 17523FANPTBB - TAMPA BAY BUCCANEERS ANIME PRINT PROOF 17.5x23,SW10031PB,197-3,17.5x23
32857,54126,425775,ANIME,1218FANPTBB,SW10031PXA ANIME 1218FANPTBB - TAMPA BAY BUCCANEERS ANIME PRINT PROOF 12x18,SW10031PXA,197-2,12x18
32857,54126,427604,ANIME,17523FANPTEN,SW10032PB ANIME 17523FANPTEN - TENNESSEE TITANS ANIME PRINT PROOF 17.5x23,SW10032PB,197-3,17.5x23
32857,54126,425776,ANIME,1218FANPTEN,SW10032PXA ANIME 1218FANPTEN - TENNESSEE TITANS ANIME PRINT PROOF 12x18,SW10032PXA,197-2,12x18
32857,54126,427605,ANIME,17523FANPWAS,SW10033PB ANIME 17523FANPWAS - WASHINGTON COMMANDERS ANIME PRINT PROOF 17.5x23,SW10033PB,197-3,17.5x23
32857,54126,425777,ANIME,1218FANPWAS,SW10033PXA ANIME 1218FANPWAS - WASHINGTON COMMANDERS ANIME PRINT PROOF 12x18,SW10033PXA,197-2,12x18
32866,54127,425787,BIGP,1218BP001F3,SW10034A BIGP 1218BP001F3 - WAHOO CLEVELAND PRESS PROOF 12x18,SW10034A,197-2,12x18
32866,54127,427615,BIGP,1823BP001F4,SW10034B BIGP 1823BP001F4 - WAHOO CLEVELAND PRESS PROOF 17.5x23,SW10034B,197-3,17.5x23
32866,54127,425788,BIGP,1218BP002F3,SW10035A BIGP 1218BP002F3 - 10 CENTS BEER NIGHT PROOF 12x18,SW10035A,197-2,12x18
32866,54127,427616,BIGP,1823BP002F4,SW10035B BIGP 1823BP002F4 - 10 CENTS BEER NIGHT PROOF 17.5x23,SW10035B,197-3,17.5x23
32866,54127,425789,BIGP,1218BP003F3,SW10036A BIGP 1218BP003F3 - BEER DELIVERY CLEVELAND PROOF 12x18,SW10036A,197-2,12x18
32866,54127,427617,BIGP,1823BP003F4,SW10036B BIGP 1823BP003F4 - BEER DELIVERY CLEVELAND PROOF 17.5x23,SW10036B,197-3,17.5x23
32866,54127,425790,BIGP,1218BP004F3,SW10037A BIGP 1218BP004F3 - GUARDIANS OF TRANSPORTATION PROOF 12x18,SW10037A,197-2,12x18
32866,54127,427618,BIGP,1823BP004F4,SW10037B BIGP 1823BP004F4 - GUARDIANS OF TRANSPORTATION PROOF 17.5x23,SW10037B,197-3,17.5x23
32866,54127,425791,BIGP,1218BP005F3,SW10038A BIGP 1218BP005F3 - GUARDIANS BRIDGE PROOF 12x18,SW10038A,197-2,12x18
32866,54127,427619,BIGP,1823BP005F4,SW10038B BIGP 1823BP005F4 - GUARDIANS BRIDGE PROOF 17.5x23,SW10038B,197-3,17.5x23
32866,54127,425792,BIGP,1218BP006F3,SW10039A BIGP 1218BP006F3 - CLEVELAND AT TWILIGHT PROOF 12x18,SW10039A,197-2,12x18
32866,54127,427620,BIGP,1823BP006F4,SW10039B BIGP 1823BP006F4 - CLEVELAND AT TWILIGHT PROOF 17.5x23,SW10039B,197-3,17.5x23
32866,54127,425793,BIGP,1218BP007F3,SW10040A BIGP 1218BP007F3 - SCRIPT CLEVELAND PROOF 12x18,SW10040A,197-2,12x18
32866,54127,427621,BIGP,1823BP007F4,SW10040B BIGP 1823BP007F4 - SCRIPT CLEVELAND PROOF 17.5x23,SW10040B,197-3,17.5x23
32866,54127,425794,BIGP,1218BP008F3,SW10041A BIGP 1218BP008F3 - GARTTE D HISTORICAL PROOF 12x18,SW10041A,197-2,12x18
32866,54127,427622,BIGP,1823BP008F4,SW10041B BIGP 1823BP008F4 - GARTTE D HISTORICAL PROOF 17.5x23,SW10041B,197-3,17.5x23
32866,54127,425795,BIGP,1218BP009F3,SW10042A BIGP 1218BP009F3 - CHIEF WAHOO TODAY PROOF 12x18,SW10042A,197-2,12x18
32866,54127,427623,BIGP,1823BP009F4,SW10042B BIGP 1823BP009F4 - CHIEF WAHOO TODAY PROOF 17.5x23,SW10042B,197-3,17.5x23
32866,54127,425796,BIGP,1218BP010F3,SW10043A BIGP 1218BP010F3 - NEW GUARDIAN PROOF 12x18,SW10043A,197-2,12x18
32866,54127,427624,BIGP,1823BP010F4,SW10043B BIGP 1823BP010F4 - NEW GUARDIAN PROOF 17.5x23,SW10043B,197-3,17.5x23
32866,54127,425797,BIGP,1218BP011F3,SW10044A BIGP 1218BP011F3 - CLEVELAND ARENAS PROOF 12x18,SW10044A,197-2,12x18
32866,54127,427625,BIGP,1823BP011F4,SW10044B BIGP 1823BP011F4 - CLEVELAND ARENAS PROOF 17.5x23,SW10044B,197-3,17.5x23
32866,54127,425798,BIGP,1218BP012F3,SW10045A BIGP 1218BP012F3 - CLEVELAND BALLPARKS PROOF 12x18,SW10045A,197-2,12x18
32866,54127,427626,BIGP,1823BP012F4,SW10045B BIGP 1823BP012F4 - CLEVELAND BALLPARKS PROOF 17.5x23,SW10045B,197-3,17.5x23
32866,54127,425799,BIGP,1218BP013F3,SW10046A BIGP 1218BP013F3 - CLEVELAND STADIUMS PROOF 12x18,SW10046A,197-2,12x18
32866,54127,427627,BIGP,1823BP013F4,SW10046B BIGP 1823BP013F4 - CLEVELAND STADIUMS PROOF 17.5x23,SW10046B,197-3,17.5x23
32866,54127,425800,BIGP,1218BP014F3,SW10047A BIGP 1218BP014F3 - THE SHOT PROOF 12x18,SW10047A,197-2,12x18
32866,54127,427628,BIGP,1823BP014F4,SW10047B BIGP 1823BP014F4 - THE SHOT PROOF 17.5x23,SW10047B,197-3,17.5x23
32866,54127,425801,BIGP,1218BP015F3,SW10048A BIGP 1218BP015F3 - THE BLOCK PROOF 12x18,SW10048A,197-2,12x18
32866,54127,427629,BIGP,1823BP015F4,SW10048B BIGP 1823BP015F4 - THE BLOCK PROOF 17.5x23,SW10048B,197-3,17.5x23
32866,54127,425802,BIGP,1218BP016F3,SW10049A BIGP 1218BP016F3 - CHIEF WAHOO DEMO PROOF 12x18,SW10049A,197-2,12x18
32866,54127,427630,BIGP,1823BP016F4,SW10049B BIGP 1823BP016F4 - CHIEF WAHOO DEMO PROOF 17.5x23,SW10049B,197-3,17.5x23
32866,54127,425803,BIGP,1218BP017F3,SW10050A BIGP 1218BP017F3 - AERIAL AGENTS X CLEVELAND 1 PROOF 12x18,SW10050A,197-2,12x18
32866,54127,427631,BIGP,1823BP017F4,SW10050B BIGP 1823BP017F4 - AERIAL AGENTS X CLEVELAND 1 PROOF 17.5x23,SW10050B,197-3,17.5x23
32866,54127,427001,BIGP,1218BP018F3,SW10051A BIGP 1218BP018F3 - AERIAL AGENTS X CLEVELAND 2 PROOF 12x18,SW10051A,197-2,12x18
32866,54127,428058,BIGP,1823BP018F4,SW10051B BIGP 1823BP018F4 - AERIAL AGENTS X CLEVELAND 2 PROOF 17.5x23,SW10051B,197-3,17.5x23
32866,54127,427002,BIGP,1218BP019F3,SW10052A BIGP 1218BP019F3 - AERIAL AGENTS X CLEVELAND 3 PROOF 12x18,SW10052A,197-2,12x18
32866,54127,428059,BIGP,1823BP019F4,SW10052B BIGP 1823BP019F4 - AERIAL AGENTS X CLEVELAND 3 PROOF 17.5x23,SW10052B,197-3,17.5x23
32866,54127,427003,BIGP,1218BP020F3,SW10053A BIGP 1218BP020F3 - AERIAL AGENTS X CLEVELAND 4 PROOF 12x18,SW10053A,197-2,12x18
32866,54127,428060,BIGP,1823BP020F4,SW10053B BIGP 1823BP020F4 - AERIAL AGENTS X CLEVELAND 4 PROOF 17.5x23,SW10053B,197-3,17.5x23
32866,54127,427004,BIGP,1218BP021F3,SW10054A BIGP 1218BP021F3 - AERIAL LANDSCAPE PROOF 12x18,SW10054A,197-2,12x18
32866,54127,428061,BIGP,1823BP021F4,SW10054B BIGP 1823BP021F4 - AERIAL LANDSCAPE PROOF 17.5x23,SW10054B,197-3,17.5x23
32866,54127,427005,BIGP,1218BP022F3,SW10055A BIGP 1218BP022F3 - BRIDGES OVER THE CUYAHOGART PROOF 12x18,SW10055A,197-2,12x18
32866,54127,428062,BIGP,1823BP022F4,SW10055B BIGP 1823BP022F4 - BRIDGES OVER THE CUYAHOGART PROOF 17.5x23,SW10055B,197-3,17.5x23
32866,54127,427006,BIGP,1218BP024F3,SW10056A BIGP 1218BP024F3 - CLEVELAND SCRIPT AT ROCK N ROLL HARBOR PROOF 12x18,SW10056A,197-2,12x18
32866,54127,428063,BIGP,1823BP024F4,SW10056B BIGP 1823BP024F4 - CLEVELAND SCRIPT AT ROCK N ROLL HARBOR PROOF 17.5x23,SW10056B,197-3,17.5x23
32866,54127,427007,BIGP,1218BP025F3,SW10057A BIGP 1218BP025F3 - CLEVELAND SCRIPT IN FRONT OF HOPE MEMORIAL BRIDGE PROOF 12x18,SW10057A,197-2,12x18
32866,54127,427008,BIGP,1218BP026F3,SW10058A BIGP 1218BP026F3 - CLEVELAND BLACK AND WHITE SKYLINE PROOF 12x18,SW10058A,197-2,12x18
32866,54127,428064,BIGP,1823BP026F4,SW10058B BIGP 1823BP026F4 - CLEVELAND BLACK AND WHITE SKYLINE PROOF 17.5x23,SW10058B,197-3,17.5x23
32866,54127,427009,BIGP,1218BP027F3,SW10059A BIGP 1218BP027F3 - CLEVELAND SKYLINE FROM THE CUYAHOGART PROOF 12x18,SW10059A,197-2,12x18
32866,54127,428065,BIGP,1823BP027F4,SW10059B BIGP 1823BP027F4 - CLEVELAND SKYLINE FROM THE CUYAHOGART PROOF 17.5x23,SW10059B,197-3,17.5x23
32866,54127,425804,BIGP,1218BP028F3,SW10060A BIGP 1218BP028F3 - CLEVELAND SPORTS COLLAGE PROOF 12x18,SW10060A,197-2,12x18
32866,54127,427632,BIGP,1823BP028F4,SW10060B BIGP 1823BP028F4 - CLEVELAND SPORTS COLLAGE PROOF 17.5x23,SW10060B,197-3,17.5x23
32866,54127,425805,BIGP,1218BP029F3,SW10061A BIGP 1218BP029F3 - CLEVELAND HISTORIC BASEBALL FIELD JACOBS FIELD PROOF 12x18,SW10061A,197-2,12x18
32866,54127,427633,BIGP,1823BP029F4,SW10061B BIGP 1823BP029F4 - CLEVELAND HISTORIC BASEBALL FIELD JACOBS FIELD PROOF 17.5x23,SW10061B,197-3,17.5x23
32866,54127,427010,BIGP,1218BP030F3,SW10062A BIGP 1218BP030F3 - COLISEUM PROOF 12x18,SW10062A,197-2,12x18
32866,54127,428066,BIGP,1823BP030F4,SW10062B BIGP 1823BP030F4 - COLISEUM PROOF 17.5x23,SW10062B,197-3,17.5x23
32866,54127,425806,BIGP,1218BP032F3,SW10063A BIGP 1218BP032F3 - GARTTE D JIM PTACEK PROOF 12x18,SW10063A,197-2,12x18
32866,54127,427634,BIGP,1823BP032F4,SW10063B BIGP 1823BP032F4 - GARTTE D JIM PTACEK PROOF 17.5x23,SW10063B,197-3,17.5x23
32866,54127,425807,BIGP,1218BP034F3,SW10064A BIGP 1218BP034F3 - NORTH COAST LIGHTS PROOF 12x18,SW10064A,197-2,12x18
32866,54127,427635,BIGP,1823BP034F4,SW10064B BIGP 1823BP034F4 - NORTH COAST LIGHTS PROOF 17.5x23,SW10064B,197-3,17.5x23
32866,54127,427011,BIGP,1218BP035F3,SW10065A BIGP 1218BP035F3 - OVERCAST IN CLEVELAND PROOF 12x18,SW10065A,197-2,12x18
32866,54127,428067,BIGP,1823BP035F4,SW10065B BIGP 1823BP035F4 - OVERCAST IN CLEVELAND PROOF 17.5x23,SW10065B,197-3,17.5x23
32866,54127,427012,BIGP,1218BP036F3,SW10066A BIGP 1218BP036F3 - ROCK N ROLL HALL OF FAME PROOF 12x18,SW10066A,197-2,12x18
32866,54127,428068,BIGP,1823BP036F4,SW10066B BIGP 1823BP036F4 - ROCK N ROLL HALL OF FAME PROOF 17.5x23,SW10066B,197-3,17.5x23
32866,54127,427013,BIGP,1218BP037F3,SW10067A BIGP 1218BP037F3 - ROCK N ROLL HARBOR PROOF 12x18,SW10067A,197-2,12x18
32866,54127,428069,BIGP,1823BP037F4,SW10067B BIGP 1823BP037F4 - ROCK N ROLL HARBOR PROOF 17.5x23,SW10067B,197-3,17.5x23
32866,54127,427014,BIGP,1218BP038F3,SW10068A BIGP 1218BP038F3 - ROCKET MORTGARTGE FIELDHOUSE PROOF 12x18,SW10068A,197-2,12x18
32866,54127,428070,BIGP,1823BP038F4,SW10068B BIGP 1823BP038F4 - ROCKET MORTGARTGE FIELDHOUSE PROOF 17.5x23,SW10068B,197-3,17.5x23
32866,54127,427015,BIGP,1218BP039F3,SW10069A BIGP 1218BP039F3 - SEVERANCE HALL AT SUNSET PROOF 12x18,SW10069A,197-2,12x18
32866,54127,428071,BIGP,1823BP039F4,SW10069B BIGP 1823BP039F4 - SEVERANCE HALL AT SUNSET PROOF 17.5x23,SW10069B,197-3,17.5x23
32866,54127,427016,BIGP,1218BP040F3,SW10070A BIGP 1218BP040F3 - SCRIPT CLEVELAND FROM RNR HARBOR DISTANT PROOF 12x18,SW10070A,197-2,12x18
32866,54127,428072,BIGP,1823BP040F4,SW10070B BIGP 1823BP040F4 - SCRIPT CLEVELAND FROM RNR HARBOR DISTANT PROOF 17.5x23,SW10070B,197-3,17.5x23
32866,54127,427017,BIGP,1218BP041F3,SW10071A BIGP 1218BP041F3 - FIRST ENERGY STADIUM PROOF 12x18,SW10071A,197-2,12x18
32866,54127,428073,BIGP,1823BP041F4,SW10071B BIGP 1823BP041F4 - FIRST ENERGY STADIUM PROOF 17.5x23,SW10071B,197-3,17.5x23
32866,54127,427018,BIGP,1218BP043F3,SW10072A BIGP 1218BP043F3 - CLEVELAND AT NIGHT PROOF 12x18,SW10072A,197-2,12x18
32866,54127,428074,BIGP,1823BP043F4,SW10072B BIGP 1823BP043F4 - CLEVELAND AT NIGHT PROOF 17.5x23,SW10072B,197-3,17.5x23
32866,54127,427019,BIGP,1218BP044F3,SW10073A BIGP 1218BP044F3 - WEST SIDE HO PROOF 12x18,SW10073A,197-2,12x18
32866,54127,428075,BIGP,1823BP044F4,SW10073B BIGP 1823BP044F4 - WEST SIDE HO PROOF 17.5x23,SW10073B,197-3,17.5x23
32866,54127,427020,BIGP,1218BP045F3,SW10074A BIGP 1218BP045F3 - GUARDIAN SKYLINE PROOF 12x18,SW10074A,197-2,12x18
32866,54127,428076,BIGP,1823BP045F4,SW10074B BIGP 1823BP045F4 - GUARDIAN SKYLINE PROOF 17.5x23,SW10074B,197-3,17.5x23
32866,54127,427021,BIGP,1218BP046F3,SW10075A BIGP 1218BP046F3 - PROGRESSIVE SIGN PROOF 12x18,SW10075A,197-2,12x18
32866,54127,428077,BIGP,1823BP046F4,SW10075B BIGP 1823BP046F4 - PROGRESSIVE SIGN PROOF 17.5x23,SW10075B,197-3,17.5x23
